ticker,base_symbol,name,coingecko_id,market_cap_rank,market_cap,fdv,volume_24h,price_change_24h,categories,last_updated
COTIUSDT,coti,COTI,coti,484,109021886,109022136,12438823,-6.45589,Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);Alleged SEC Securities;Privacy Blockchain,2025-09-23 03:19:13
COWUSDT,cow,CoW Protocol,cow-protocol,403,145705706,281558270,16384026,-7.30638,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Polygon Ecosystem;Gnosis Chain Ecosystem;MEV Protection;Arbitrum Ecosystem;Ethereum Ecosystem;Base Ecosystem;Intent;Delphi Ventures Portfolio;Blockchain Capital Portfolio,2025-09-23 03:21:04
CRVUSDT,crv,Curve DAO,curve-dao-token,122,954256847,1567195532,206052857,-7.75065,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Polygon Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Curve Ecosystem;DWF Labs Portfolio;Stablecoin Issuer;Energi Ecosystem;Sora Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;GMCI DeFi Index;GMCI Index;Coinbase 50 Index;Governance,2025-09-23 03:21:25
CTKUSDT,ctk,Shentu,certik,796,50001821,50399962,9708241,-10.54965,Business Services;Binance Launchpool;Osmosis Ecosystem;Coinbase Ventures Portfolio;Cybersecurity;YZi Labs (Prev. Binance Labs) Portfolio;OKX Ventures Portfolio,2025-09-23 03:21:45
CTSIUSDT,ctsi,Cartesi,cartesi,676,65478149,74290071,11919835,-5.31658,Infrastructure;Smart Contract Platform;BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Layer 2 (L2);Base Ecosystem;Binance Launchpad;Modular Blockchain;Layer 3 (L3);Rollup;Proof of Stake (PoS);Appchains;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 03:23:16
CUSDT,c,Chainbase,chainbase,995,34411311,215070691,32554865,-14.74269,Artificial Intelligence (AI);Analytics;BNB Chain Ecosystem;AI Applications;Binance Alpha Spotlight,2025-09-23 03:23:27
CVCUSDT,cvc,Civic,civic,667,66957821,83488554,10859532,-3.9446,Software as a service;Polygon Ecosystem;Ethereum Ecosystem;Decentralized Identifier (DID);Pantera Capital Portfolio;Energi Ecosystem;Blockchain Capital Portfolio,2025-09-23 03:23:37
CVXUSDT,cvx,Convex Finance,convex-finance,274,273915749,333827992,22890105,-6.33175,Decentralized Finance (DeFi);Yield Farming;Yield Aggregator;Ethereum Ecosystem;Metagovernance;Curve Ecosystem;Yield Optimizer;Governance,2025-09-23 03:25:08
CYBERUSDT,cyber,CYBER,cyberconnect,609,77358713,157107820,28684475,-10.50278,Artificial Intelligence (AI);Smart Contract Platform;SocialFi;NFT;BNB Chain Ecosystem;Binance Launchpool;Ethereum Ecosystem;Decentralized Identifier (DID);Optimism Ecosystem;Layer 2 (L2);Animoca Brands Portfolio;Multicoin Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;Cyber Ecosystem;Optimism Superchain Ecosystem;AI Applications;Governance,2025-09-23 03:25:29
DASHUSDT,dash,Dash,dash,282,257642648,257813684,25979804,-4.68947,Smart Contract Platform;Privacy;Masternodes;Alleged SEC Securities;Proof of Stake (PoS);Proof of Work (PoW);Made in USA,2025-09-23 03:25:49
DATAUSDT,data,Streamr,streamr,1745,10421882,13593053,4131343,-4.60439,Big Data;Infrastructure;Smart Contract Platform;BNB Chain Ecosystem;Polygon Ecosystem;Gnosis Chain Ecosystem;Ethereum Ecosystem;DePIN;Layer 0 (L0),2025-09-23 03:27:30
DCRUSDT,dcr,Decred,decred,275,272673533,272682325,6737494,-1.56601,Smart Contract Platform;Privacy;Layer 1 (L1);Proof of Stake (PoS);Proof of Work (PoW);Blockchain Capital Portfolio;Made in USA,2025-09-23 03:27:41
DEGOUSDT,dego,Dego Finance,dego-finance,1156,26117167,26117167,6392406,-0.04656,NFT;BNB Chain Ecosystem;Solana Ecosystem;Ethereum Ecosystem;Binance Launchpad;Governance,2025-09-23 03:27:52
DENTUSDT,dent,Dent,dent,696,63261321,66134909,5177151,-5.569,Ethereum Ecosystem;DePIN,2025-09-23 03:29:22
DEXEUSDT,dexe,DeXe,dexe,168,600653442,1015096116,39350485,-5.57708,Artificial Intelligence (AI);Decentralized Finance (DeFi);BNB Chain Ecosystem;Ethereum Ecosystem,2025-09-23 03:29:33
DFUSDT,df,dForce,dforce-token,1185,25024796,25024796,2427154,-7.35593,Decentralized Finance (DeFi);BNB Chain Ecosystem;Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Multicoin Capital Portfolio;Stablecoin Issuer;Energi Ecosystem,2025-09-23 03:29:44
DGBUSDT,dgb,DigiByte,digibyte,422,133805195,133852825,4307791,-6.1439,Internet of Things (IOT);Smart Contract Platform;Layer 1 (L1);Proof of Work (PoW);Made in USA,2025-09-23 03:31:14
DIAUSDT,dia,DIA,dia-data,639,71688566,101125170,14454411,-7.45206,Infrastructure;Decentralized Finance (DeFi);Oracle;BNB Chain Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);Sora Ecosystem;Outlier Ventures Portfolio,2025-09-23 03:31:25
DODOUSDT,dodo,DODO,dodo,871,43497231,43497231,8605370,-7.22635,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);BNB Chain Ecosystem;Binance Launchpool;Polygon Ecosystem;Near Protocol Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;DWF Labs Portfolio;Coinbase Ventures Portfolio;Alameda Research Portfolio;DeFiance Capital Portfolio;Pantera Capital Portfolio;Aurora Ecosystem;Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Galaxy Digital Portfolio,2025-09-23 03:31:51
DOGEUSDT,doge,Binance-Peg Dogecoin,binance-peg-dogecoin,167,616607544,616607544,8129492,-2.67553,BNB Chain Ecosystem;Avalanche Ecosystem;Meme;Binance-Peg Tokens,2025-09-23 03:35:04
DOGSUSDT,dogs,Dogs,dogs-2,710,61474454,65429995,44949070,-8.4121,Meme;Dog-Themed;TON Ecosystem;TON Meme,2025-09-23 03:35:24
DOLOUSDT,dolo,Dolomite,dolomite,812,49155103,124846816,17436758,-11.27937,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Automated Market Maker (AMM);Lending/Borrowing Protocols;Ethereum Ecosystem;Coinbase Ventures Portfolio;Venture Capital Portfolios;Dex Aggregator,2025-09-23 03:35:35
DOTUSDT,dot,Polkadot,polkadot,35,6107582917,6107582917,419435586,-2.98773,Smart Contract Platform;Polkadot Ecosystem;BNB Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Proof of Stake (PoS);Layer 0 (L0);Pantera Capital Portfolio;GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index;Governance,2025-09-23 03:37:21
DUSDT,d,Dar Open Network,dar-open-network,1343,19636793,24427194,2848000,-8.1,Gaming (GameFi);BNB Chain Ecosystem;Binance Launchpool;Play To Earn;Ethereum Ecosystem;Animoca Brands Portfolio;AI Agents,2025-09-23 03:37:42
DUSKUSDT,dusk,DUSK,dusk-network,1131,27570826,27570826,5191529,-7.13806,Smart Contract Platform;BNB Chain Ecosystem;Layer 1 (L1);Ethereum Ecosystem;Zero Knowledge (ZK);Real World Assets (RWA);Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Privacy Blockchain,2025-09-23 03:38:53
DYDXUSDT,dydx,dYdX,dydx-chain,193,469251855,574542715,26240324,-8.53275,Decentralized Exchange (DEX);Smart Contract Platform;Decentralized Finance (DeFi);Cosmos Ecosystem;Perpetuals;Layer 1 (L1);Osmosis Ecosystem;Appchains;DragonFly Capital Portfolio;DeFiance Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;GMCI DeFi Index;Delphi Ventures Portfolio;GMCI Index;Polychain Capital Portfolio;Made in USA;Governance,2025-09-23 03:40:33
DYMUSDT,dym,Dymension,dymension,642,71317451,192321836,15372020,-9.03923,Smart Contract Platform;Cosmos Ecosystem;Modular Blockchain;Osmosis Ecosystem;Rollups-as-a-Service (RaaS),2025-09-23 03:40:44
EDUUSDT,edu,Open Campus,edu-coin,583,83110533,142631217,24067559,-9.77224,Education;BNB Chain Ecosystem;Polygon Ecosystem;Ethereum Ecosystem;Binance Launchpad;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 03:40:55
EGLDUSDT,egld,MultiversX,elrond-erd-2,231,372161171,372161171,25878834,-5.91074,Smart Contract Platform;Layer 1 (L1);MultiversX Ecosystem;Binance Launchpad;DWF Labs Portfolio;Proof of Stake (PoS);YZi Labs (Prev. Binance Labs) Portfolio;GMCI Layer 1 Index;GMCI Index;Coinbase 50 Index,2025-09-23 03:42:25
EIGENUSDT,eigen,EigenCloud (prev. EigenLayer),eigenlayer,172,586606741,3032905884,240387257,4.12389,Infrastructure;Ethereum Ecosystem;Base Ecosystem;Data Availability;Restaking;Polychain Capital Portfolio;Made in USA,2025-09-23 03:42:36
ENAUSDT,ena,Ethena,ethena,44,4113230003,8956000914,622841753,-5.11356,Decentralized Finance (DeFi);Binance Launchpool;Avalanche Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Metis Ecosystem;Optimism Ecosystem;ZkSync Ecosystem;Mantle Ecosystem;Base Ecosystem;TON Ecosystem;Manta Network Ecosystem;Scroll Ecosystem;Kava Ecosystem;Blast Ecosystem;Stablecoin Issuer;Mode Ecosystem;DragonFly Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Fraxtal Ecosystem;Delphi Ventures Portfolio;OKX Ventures Portfolio;Zircuit Ecosystem;Morph L2 Ecosystem;World Liberty Financial Portfolio;Swellchain Ecosystem;Governance,2025-09-23 03:42:46
ENJUSDT,enj,Enjin Coin,enjincoin,460,117691253,120426883,13841351,-3.65324,Entertainment;Smart Contract Platform;Gaming (GameFi);NFT;Metaverse;Layer 1 (L1);Harmony Ecosystem;Ethereum Ecosystem;Gaming Blockchains;Energi Ecosystem,2025-09-23 03:44:17
ENSUSDT,ens,Ethereum Name Service,ethereum-name-service,149,695001292,2095549621,91697131,-4.12358,NFT;Ethereum Ecosystem;Decentralized Identifier (DID);Name Service;Governance,2025-09-23 03:44:27
EPICUSDT,epic,Epic Chain,epic-chain,757,55171998,55171998,15926316,-2.88959,Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Real World Assets (RWA);XRP Ledger Ecosystem;RWA Protocol,2025-09-23 03:44:53
ERAUSDT,era,Caldera,caldera,505,104052036,595433681,22094063,-14.3084,BNB Chain Ecosystem;Ethereum Ecosystem;Cross-chain Communication;Binance Alpha Spotlight,2025-09-23 03:46:40
ETCUSDT,etc,Ethereum Classic,ethereum-classic,55,2881567998,2881567998,161671906,-2.94127,Smart Contract Platform;Layer 1 (L1);Proof of Work (PoW);Coinbase 50 Index,2025-09-23 03:46:50
ETHFIUSDT,ethfi,Ether.fi,ether-fi,142,736357301,1434598227,159279185,3.4681,Decentralized Finance (DeFi);Binance Launchpool;Arbitrum Ecosystem;Ethereum Ecosystem;Restaking;Liquid Restaking Governance Tokens;Ether.fi Ecosystem;Consensys Portfolio;OKX Ventures Portfolio,2025-09-23 03:47:01
ETHUSDT,eth,Ethereum,ethereum,2,505965908325,505965908325,46494184212,-2.6188,Smart Contract Platform;Layer 1 (L1);Ethereum Ecosystem;FTX Holdings;Multicoin Capital Portfolio;Proof of Stake (PoS);Alameda Research Portfolio;Andreessen Horowitz (a16z) Portfolio;GMCI Layer 1 Index;GMCI 30 Index;Delphi Ventures Portfolio;Galaxy Digital Portfolio;GMCI Index;World Liberty Financial Portfolio;Coinbase 50 Index,2025-09-23 03:50:35
EURIUSDT,euri,Eurite,eurite,,0.0,,6042891,0.6166,Stablecoins;EUR Stablecoin;BNB Chain Ecosystem;Ethereum Ecosystem,2025-09-23 03:51:46
FARMUSDT,farm,Harvest Finance,harvest-finance,1393,18186412,18679815,2535754,0.13633,Decentralized Finance (DeFi);Yield Farming;BNB Chain Ecosystem;Yield Aggregator;Ethereum Ecosystem;Energi Ecosystem;Governance,2025-09-23 03:53:53
FDUSDUSDT,fdusd,First Digital USD,first-digital-usd,112,1145610256,1145610256,7006842627,0.12287,Stablecoins;USD Stablecoin;BNB Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Sui Ecosystem;TON Ecosystem;Fiat-backed Stablecoin,2025-09-23 03:54:03
FETUSDT,fet,Artificial Superintelligence Alliance,fetch-ai,91,1551232824,1616459925,89259539,-2.70062,Artificial Intelligence (AI);NFT;BNB Chain Ecosystem;Cardano Ecosystem;Ethereum Ecosystem;Binance Launchpad;DWF Labs Portfolio;Osmosis Ecosystem;AI Agents;GMCI DePIN Index;GMCI Index;Outlier Ventures Portfolio;AI Agent Launchpad;Governance,2025-09-23 03:54:14
FIDAUSDT,fida,Bonfida (aka SNS),bonfida,598,80166358,80901649,9207278,-7.03,Big Data;Business Services;Infrastructure;Decentralized Finance (DeFi);Solana Ecosystem;FTX Holdings;DWF Labs Portfolio;Name Service,2025-09-23 03:55:44
FILUSDT,fil,Filecoin,filecoin,90,1560693691,4429576335,181618348,-3.60627,Infrastructure;Smart Contract Platform;Storage;Layer 1 (L1);DePIN;Alleged SEC Securities;Pantera Capital Portfolio;GMCI DePIN Index;GMCI 30 Index;Sequoia Capital Portfolio;Blockchain Capital Portfolio;GMCI Index;Made in USA,2025-09-23 03:56:05
FIOUSDT,fio,FIO Protocol,fio-protocol,1568,13648601,16648096,4362643,-3.58187,Smart Contract Platform;Layer 1 (L1);YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 03:56:16
FISUSDT,fis,Stafi,stafi,1534,14536340,14536775,5649184,-8.79207,Decentralized Finance (DeFi);Ethereum Ecosystem;Liquid Staking Governance Tokens;Osmosis Ecosystem;Sora Ecosystem;Liquid Staking,2025-09-23 03:57:46
FLMUSDT,flm,Flamingo Finance,flamingo-finance,1471,16086376,16086376,2220836,-7.78946,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Binance Launchpool;YZi Labs (Prev. Binance Labs) Portfolio;NEO Ecosystem,2025-09-23 03:57:57
FLOKIUSDT,floki,FLOKI,floki,132,827093758,856235645,105934931,-5.58579,Gaming (GameFi);NFT;BNB Chain Ecosystem;Metaverse;Meme;Play To Earn;Ethereum Ecosystem;Telegram Apps;Dog-Themed;DWF Labs Portfolio;RPG;On-chain Gaming;TokenFi Launchpad;GMCI Meme Index;GMCI Index,2025-09-23 03:58:18
FLOWUSDT,flow,Flow,flow,174,579154635,579154635,12940200,-4.78699,Smart Contract Platform;Sports;NFT;Layer 1 (L1);Animoca Brands Portfolio;Alleged SEC Securities;Multicoin Capital Portfolio;Proof of Stake (PoS);Flow Ecosystem;Andreessen Horowitz (a16z) Portfolio,2025-09-23 04:00:15
FLUXUSDT,flux,Datamine FLUX,flux,6750,167890,167890,85.47,-2.67696,Smart Contract Platform;Arbitrum Ecosystem;Ethereum Ecosystem,2025-09-23 04:01:41
FORMUSDT,form,Four,four,200,456135984,683607974,56384398,-16.08608,Gaming (GameFi);BNB Chain Ecosystem,2025-09-23 04:02:02
FORTHUSDT,forth,Ampleforth Governance,ampleforth-governance-token,1123,28457727,37844275,5864776,-5.72976,Ethereum Ecosystem;Stablecoin Issuer;Governance,2025-09-23 04:03:32
FTTUSDT,ftt,FTX,ftx-token,,0.0,269019348,12771603,-4.72242,Exchange-based Tokens;Centralized Exchange (CEX) Token;Solana Ecosystem;Ethereum Ecosystem;Alleged SEC Securities;FTX Holdings;Paradigm Portfolio;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Alameda Research Portfolio;Pantera Capital Portfolio;Energi Ecosystem;Sora Ecosystem;Viction Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Circle Ventures Portfolio;Sequoia Capital Portfolio,2025-09-23 04:03:43
FUNUSDT,fun,FUNToken,funfair,551,91580467,95045291,6011207,-2.24123,Gambling (GambleFi);Ethereum Ecosystem;Pantera Capital Portfolio;Energi Ecosystem,2025-09-23 04:04:04
GALAUSDT,gala,GALA,gala,148,704912461,704913054,137157909,-7.54198,Smart Contract Platform;Gaming (GameFi);NFT;Layer 1 (L1);Play To Earn;Ethereum Ecosystem;DWF Labs Portfolio;Gaming Platform;YZi Labs (Prev. Binance Labs) Portfolio;GalaChain Ecosystem;Made in USA,2025-09-23 04:05:44
GASUSDT,gas,Gas,gas,338,196665676,196665676,5961884,-3.86331,Infrastructure;Smart Contract Platform;NEO Ecosystem,2025-09-23 04:06:05
GHSTUSDT,ghst,Aavegotchi,aavegotchi,1293,21174212,21832553,3502991,-6.59569,Smart Contract Platform;Gaming (GameFi);NFT;Metaverse;Collectibles;Polygon Ecosystem;Meme;Play To Earn;Ethereum Ecosystem;Gotchiverse;Base Ecosystem;Layer 3 (L3);RPG;Gaming Governance Token;Gaming Utility Token;Energi Ecosystem;Governance,2025-09-23 04:07:36
GLMRUSDT,glmr,Moonbeam,moonbeam,710,61300165,72180996,6272164,-4.35383,Smart Contract Platform;Polkadot Ecosystem;Layer 1 (L1);Coinbase Ventures Portfolio;Proof of Stake (PoS);YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 04:07:46
GLMUSDT,glm,Golem,golem,309,223222991,223222991,10958613,-3.22181,Artificial Intelligence (AI);Ethereum Ecosystem;DePIN;Energi Ecosystem;GMCI DePIN Index;GMCI Index,2025-09-23 04:07:57
GMTUSDT,gmt,GMT,stepn,447,121042879,197388121,37250373,-3.37537,Gaming (GameFi);NFT;BNB Chain Ecosystem;Solana Ecosystem;Polygon Ecosystem;Play To Earn;Move To Earn;Ethereum Ecosystem;Binance Launchpad;Gaming Governance Token;Sports Games;Alameda Research Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Sequoia Capital Portfolio,2025-09-23 04:09:38
GMXUSDT,gmx,GMX,gmx,398,149918905,149918905,21820438,-3.93022,Decentralized Finance (DeFi);Derivatives;Perpetuals;Avalanche Ecosystem;Arbitrum Ecosystem,2025-09-23 04:09:59
GNOUSDT,gno,Gnosis,gnosis,235,364850537,414667439,13519564,-2.35016,Decentralized Exchange (DEX);Smart Contract Platform;Decentralized Finance (DeFi);Prediction Markets;Layer 1 (L1);Gnosis Chain Ecosystem;MEV Protection;Arbitrum Ecosystem;Ethereum Ecosystem;SideChain;Energi Ecosystem,2025-09-23 04:10:19
GNSUSDT,gns,Gains Network,gains-network,771,53636663,53636663,3693023,-9.08317,Decentralized Finance (DeFi);Derivatives;Perpetuals;Polygon Ecosystem;Arbitrum Ecosystem;Base Ecosystem;ApeChain Ecosystem,2025-09-23 04:11:50
GPSUSDT,gps,GoPlus Security,goplus-security,1026,32741374,109555848,10615056,-9.2242,BNB Chain Ecosystem;Base Ecosystem;Cybersecurity;YZi Labs (Prev. Binance Labs) Portfolio;OKX Ventures Portfolio;Binance Alpha Spotlight,2025-09-23 04:12:01
GRTUSDT,grt,The Graph,the-graph,128,888640071,913189867,55505201,-5.20255,Artificial Intelligence (AI);Business Services;Infrastructure;Analytics;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;DePIN;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Proof of Stake (PoS);Energi Ecosystem;Sora Ecosystem;Made in USA;Coinbase 50 Index,2025-09-23 04:12:11
GTCUSDT,gtc,Gitcoin,gitcoin,1106,29241820,30338645,4667918,-5.27299,Near Protocol Ecosystem;Ethereum Ecosystem;Paradigm Portfolio;Governance,2025-09-23 04:14:03
GUNUSDT,gun,Gunz,gunz,1211,24279087,216551988,10488191,-5.55638,Smart Contract Platform;Gaming (GameFi);Binance Launchpool;Solana Ecosystem;Layer 1 (L1);Avalanche Ecosystem;Play To Earn;Shooting Games;Coinbase Ventures Portfolio;Gaming Blockchains;Avalanche L1;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;Action Games,2025-09-23 04:14:14
GUSDT,g,Giants Protocol,giants-protocol,5949,287668,14383408,356811,-25.55272,Artificial Intelligence (AI);Decentralized Finance (DeFi);Solana Ecosystem;AI Agent Launchpad;Binance Alpha Spotlight,2025-09-23 04:15:40
HAEDALUSDT,haedal,Haedal Protocol,haedal,1099,29455502,151053854,30295637,-7.19291,Decentralized Finance (DeFi);BNB Chain Ecosystem;Liquid Staking Governance Tokens;Liquid Staking;Binance Alpha Spotlight,2025-09-23 04:17:10
HBARUSDT,hbar,Hedera,hedera-hashgraph,25,9364411638,11044780819,334878721,-2.4463,Smart Contract Platform;Layer 1 (L1);Hedera Ecosystem;GMCI Layer 1 Index;GMCI 30 Index;GMCI Index;Outlier Ventures Portfolio;Made in USA;Directed Acyclic Graph (DAG),2025-09-23 04:17:21
HEIUSDT,hei,Heima,heima,1061,31187513,39078330,7591101,-3.98571,BNB Chain Ecosystem;Binance Launchpool;Ethereum Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 04:17:32
HFTUSDT,hft,Hashflow,hashflow,833,47234393,77856972,14046719,-5.21411,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);BNB Chain Ecosystem;Binance Launchpool;MEV Protection;Ethereum Ecosystem;Coinbase Ventures Portfolio;Alameda Research Portfolio;DragonFly Capital Portfolio;Galaxy Digital Portfolio,2025-09-23 04:19:02
HIGHUSDT,high,High,high,,0.0,44702,712.06,-15.33163,Base Ecosystem,2025-09-23 04:19:23
HIVEUSDT,hive,Hive,hive,555,89676727,,2947269,-4.88417,Smart Contract Platform;SocialFi;Layer 1 (L1);Gaming Blockchains,2025-09-23 04:20:55
HMSTRUSDT,hmstr,Hamster Kombat,hamster-kombat,901,41003077,63694100,10864373,-6.77911,Gaming (GameFi);Play To Earn;Telegram Apps;TON Ecosystem;Tap to Earn;Arcade Games,2025-09-23 04:22:26
HOLOUSDT,holo,Holoworld,holoworld,515,100895321,594840989,41369487,-18.31515,Artificial Intelligence (AI);Infrastructure;Solana Ecosystem;AI Agents;AI Agent Launchpad;AI Framework,2025-09-23 04:22:52
HOMEUSDT,home,HOME,home,545,92424660,339783475,15116975,-5.84676,Decentralized Finance (DeFi);BNB Chain Ecosystem;Solana Ecosystem;Base Ecosystem;Account Abstraction;Dex Aggregator,2025-09-23 04:23:02
HOOKUSDT,hook,Hooked Protocol,hooked-protocol,1086,30046098,52405984,34440694,-14.78886,Gaming (GameFi);BNB Chain Ecosystem;Metaverse;Binance Launchpad;Gaming Platform;YZi Labs (Prev. Binance Labs) Portfolio;Sequoia Capital Portfolio,2025-09-23 04:24:33
HOTUSDT,hot,Holo,holotoken,389,153927148,153927148,8363132,-4.30643,Smart Contract Platform;Storage;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;DePIN;Base Ecosystem;Energi Ecosystem;Sora Ecosystem;GMCI DePIN Index;GMCI Index,2025-09-23 04:24:44
HUMAUSDT,huma,Huma Finance,huma-finance,744,56613212,326614684,87080961,11.87295,Decentralized Finance (DeFi);BNB Chain Ecosystem;Payment Solutions;Binance Alpha Spotlight,2025-09-23 04:24:54
HYPERUSDT,hyper,Hyperlane,hyperlane,791,50792192,202745662,23741641,-14.70888,Infrastructure;BNB Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Interoperability;Base Ecosystem;Cross-chain Communication;Binance HODLer Airdrops;Binance Wallet IDO,2025-09-23 04:26:41
ICPUSDT,icp,Internet Computer,internet-computer,63,2312064921,2312064937,97689916,-6.1204,Artificial Intelligence (AI);Infrastructure;Smart Contract Platform;Layer 1 (L1);Ethereum Ecosystem;Internet Computer Ecosystem;Base Ecosystem;Alleged SEC Securities;Multicoin Capital Portfolio;Layer 0 (L0);Andreessen Horowitz (a16z) Portfolio;GMCI Layer 1 Index;GMCI 30 Index;Blockchain Capital Portfolio;GMCI Index;Polychain Capital Portfolio;Coinbase 50 Index;Governance,2025-09-23 04:26:51
ICXUSDT,icx,ICON,icon,434,126663376,128374658,5528892,-4.86504,Smart Contract Platform;Cross-chain Communication;Pantera Capital Portfolio;Governance,2025-09-23 04:27:02
IDEXUSDT,idex,IDEX,aurora-dao,1201,24389784,24853200,5722800,-4.08619,Decentralized Exchange (DEX);Exchange-based Tokens;Index;Decentralized Finance (DeFi);Perpetuals;Polygon Ecosystem;Ethereum Ecosystem;Made in USA,2025-09-23 04:28:33
IDUSDT,id,SPACE ID,space-id,678,65392650,303280450,16495751,-9.02428,NFT;BNB Chain Ecosystem;Ethereum Ecosystem;Binance Launchpad;DWF Labs Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 04:28:59
ILVUSDT,ilv,Illuvium,illuvium,437,125296876,126852681,11435957,-3.11714,Gaming (GameFi);NFT;Metaverse;Play To Earn;Ethereum Ecosystem;Animoca Brands Portfolio;RPG;Gaming Governance Token;Adventure Games;Energi Ecosystem;Delphi Ventures Portfolio,2025-09-23 04:29:10
IMXUSDT,imx,Immutable,immutable-x,103,1293408611,1333453492,63754715,-10.47206,Smart Contract Platform;Gaming (GameFi);NFT;Play To Earn;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);Animoca Brands Portfolio;Immutable zkEVM Ecosystem;Coinbase Ventures Portfolio;Rollup;Gaming Blockchains;GMCI 30 Index;GMCI Index;Gaming Marketplace;Coinbase 50 Index,2025-09-23 04:30:40
INITUSDT,init,Initia,initia,776,52853454,320243207,23099710,-6.90537,Infrastructure;Smart Contract Platform;Binance Launchpool;Layer 1 (L1);Osmosis Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Initia Ecosystem,2025-09-23 04:31:01
INJUSDT,inj,Injective,injective-protocol,109,1197227539,1225070696,135783652,-6.32362,Smart Contract Platform;Decentralized Finance (DeFi);BNB Chain Ecosystem;Cosmos Ecosystem;Layer 1 (L1);Terra Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);Binance Launchpad;Osmosis Ecosystem;Proof of Stake (PoS);Pantera Capital Portfolio;Secret Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;GMCI Layer 1 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-09-23 04:31:12
IOSTUSDT,iost,IOST,iostoken,571,86649934,86649934,10266102,-4.29419,Smart Contract Platform;BNB Chain Ecosystem;Proof of Stake (PoS);Sequoia Capital Portfolio,2025-09-23 04:32:42
IOTAUSDT,iota,IOTA,iota,151,687709177,800327696,29612063,-5.52277,Infrastructure;Smart Contract Platform;Decentralized Finance (DeFi);Layer 1 (L1);DePIN;DWF Labs Portfolio;Proof of Stake (PoS);IOTA EVM Ecosystem;Outlier Ventures Portfolio;Directed Acyclic Graph (DAG),2025-09-23 04:32:53
IOTXUSDT,iotx,IoTeX,iotex,305,225536351,225536351,8619332,-1.85375,Artificial Intelligence (AI);Internet of Things (IOT);Ethereum Ecosystem;DePIN;Base Ecosystem;Account Abstraction;AI Agents;GMCI DePIN Index;GMCI Index;Made in USA,2025-09-23 04:33:14
IOUSDT,io,io.net,io,484,110256317,431510898,33887989,-6.22267,Artificial Intelligence (AI);Internet of Things (IOT);Binance Launchpool;Solana Ecosystem;DePIN;Animoca Brands Portfolio;Multicoin Capital Portfolio;Delphi Ventures Portfolio;OKX Ventures Portfolio;Made in USA,2025-09-23 04:34:44
